link;title;address;price;m2;num_rooms
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/-neu-top-sanierter-neubau-erstbezug-nahe-dem-donauufer-optimaler-grundriss-4-zimmer-mit-offener-kueche-663078967/;++NEU++ TOP-sanierter Neubau-ERSTBEZUG nahe dem Donauufer! optimaler Grundriss, 4-Zimmer mit offener Küche!;1020 Wien, 02. Bezirk, Leopoldstadt, Machstraße;€ 475.000;88 m²;4 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/sanierte-3-zimmer-wohnung-mit-toller-infrastruktur-und-viel-wohlfuehlfaktor-979412321/;Sanierte 3-Zimmer-Wohnung mit toller Infrastruktur und viel Wohlfühlfaktor!;1030 Wien, 03. Bezirk, Landstraße;€ 549.000;90 m²;3 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1230-liesing/traumwohnung-mit-superlativen-riesenterrasse-und-riesengarten-optimal-durchdachte-4-zimmer-jede-menge-wohlfuehlfaktor-worauf-warten-sie-noch-745272313/;Traumwohnung mit Superlativen! Riesenterrasse und Riesengarten + Optimal durchdachte 4 Zimmer + Jede Menge Wohlfühlfaktor! Worauf warten Sie noch?;1230 Wien, 23. Bezirk, Liesing, Willergasse;€ 1.282.000;115 m²;4 Zimmer;Terrasse, Garten
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1230-liesing/seltenheit-die-perfekte-gartenwohnung-4-perfekt-durchdachte-zimmer-riesenterrasse-und-riesengarten-jede-menge-wohlfuehlfaktor-worauf-warten-sie-noch-745272314/;Seltenheit - Die perfekte Gartenwohnung! 4 perfekt durchdachte Zimmer + Riesenterrasse und Riesengarten + Jede Menge Wohlfühlfaktor! Worauf warten Sie noch?;1230 Wien, 23. Bezirk, Liesing, Willergasse;€ 1.200.000;114 m²;4 Zimmer;Terrasse, Garten
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1070-neubau/neuer-preis-raritaet-klassische-altbauwohnung-mit-hofseitigem-balkon-in-bestlage-absolute-ruhelage-fluegeltueren-traumhaftes-altbauhaus-perfekte-infrastruktur-und-anbindung-jetzt-zugreifen-1287629671/;Neuer Preis! Rarität - Klassische Altbauwohnung mit hofseitigem Balkon in Bestlage! Absolute Ruhelage + Flügeltüren + Traumhaftes Altbauhaus + Perfekte Infrastruktur und Anbindung! Jetzt zugreifen!;1070 Wien, 07. Bezirk, Neubau, Siebensterngasse;€ 990.000;107 m²;4 Zimmer;Balkon
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/exklusive-dachgeschosswohnung-mit-atemberaubender-dachterrasse-763914027/;Exklusive Dachgeschosswohnung mit atemberaubender Dachterrasse;1220 Wien, 22. Bezirk, Donaustadt;€ 524.900;37 m²;Terrasse, Balkon, Dachterrasse
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1070-neubau/-neu-aussergewoehnlicher-erstbezug-3-zimmer-loft-in-toplage-toller-altbau-868992390/;++NEU++ Außergewöhnlicher Erstbezug, 3-Zimmer LOFT in Toplage! toller Altbau!;1070 Wien, 07. Bezirk, Neubau;€ 564.000;84 m²;3 Zimmer;Terrasse
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/traumhafte-dachgeschosswohnung-an-der-alten-donau-763913983/;Traumhafte Dachgeschosswohnung an der alten Donau;1220 Wien, 22. Bezirk, Donaustadt;€ 599.900;47 m²;Terrasse, Balkon, Dachterrasse
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/perfektes-zuhause-im-obergeschoss-wohnung-mit-charmantem-loggia-bereich-763913984/;Perfektes Zuhause im Obergeschoss: Wohnung mit charmantem Loggia-Bereich;1220 Wien, 22. Bezirk, Donaustadt;€ 324.900;32 m²;Loggia
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/traumhafte-erdgeschosswohnung-mit-gruener-oase-und-terrasse-an-der-alten-donau-763913922/;Traumhafte Erdgeschosswohnung mit grüner Oase und Terrasse an der Alten Donau;1220 Wien, 22. Bezirk, Donaustadt;€ 449.900;42 m²;Terrasse, Garten
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/-ah11-kompakt-praktisch-gut-3-zimmer-wohnung-mit-top-qualitaet-welch-herrliches-projekt-772277760/;"""AH11"" - Kompakt-Praktisch-Gut! 3-Zimmer-Wohnung mit top Qualität! Welch herrliches Projekt.";1050 Wien, 05. Bezirk, Margareten, Am Hundsturm;€ 415.000;64 m²;3 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/-sq-maisonette-wohnung-in-einem-wunderschoenem-biedermeier-haus-1050-hofgasse-1034198175/;# SQ - MAISONETTE WOHNUNG IN EINEM WUNDERSCHÖNEM BIEDERMEIER HAUS - 1050 HOFGASSE -;1050 Wien, 05. Bezirk, Margareten;€ 895.000;126 m²;5 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1080-josefstadt/3-zimmer-dachgeschosswohnung-mit-grosser-wohnkueche-im-jahrhundertwende-altbau-760321347/;3 Zimmer Dachgeschoßwohnung mit großer Wohnküche im Jahrhundertwende Altbau;1080 Wien, 08. Bezirk, Josefstadt;€ 499.000;90 m²;3 Zimmer
https://www.willhaben.at/iad/immobilien/d/neubauprojekt/wien/wien-1100-favoriten/david-59-erstklassige-eigentums-anlegerwohnungen-mit-1-4-zimmern-und-freiflaechen-in-top-zentraler-lage-1721882053/;DAVID 59: Erstklassige Eigentums- & Anlegerwohnungen mit 1-4 Zimmern und Freiflächen in top-zentraler LageNeubauprojekt;1100 Wien, 10. Bezirk, Favoriten;ab € 160.500
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/wohndiamant-in-traumhafter-lage-763913779/;Wohndiamant in traumhafter Lage;1210 Wien, 21. Bezirk, Floridsdorf;€ 345.400;43 m²;2 Zimmer;Terrasse, Garten
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/-ah11-erstklassige-altbauwohnung-mit-herrlichem-wohnzimmer-grossartige-qualitaet-top-preis-1a-lage-772277635/;"""AH11"" Erstklassige Altbauwohnung mit herrlichem Wohnzimmer! Großartige Qualität - Top Preis - 1A Lage!";1050 Wien, 05. Bezirk, Margareten, Am Hundsturm;€ 740.000;106 m²;3 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/-neu-premium-4-zimmer-dachgeschosswohnung-mit-grosser-terrasse-1617104570/;++NEU++ Premium 4-Zimmer Dachgeschosswohnung mit großer Terrasse!;1140 Wien, 14. Bezirk, Penzing;€ 949.000;136 m²;4 Zimmer;Terrasse, Balkon, Dachterrasse
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1160-ottakring/sonnige-eigentumswohnung-im-3-liftstock-eines-renovierten-hauses-mit-aufzug-2136022890/;Sonnige Eigentumswohnung im 3. Liftstock eines renovierten Hauses mit Aufzug;1160 Wien, 16. Bezirk, Ottakring, Redtenbachergasse;€ 149.000;36 m²;1 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/unbefristet-vermietete-altbauwohnung-im-fernolendthaus-760321233/;Unbefristet vermietete Altbauwohnung im Fernolendthaus;1030 Wien, 03. Bezirk, Landstraße;€ 698.000;163 m²;4 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/create-your-home-viele-gestaltungsmoeglichkeiten-raumwunder-im-hochwertig-sanierten-altbau-in-penzinger-bestlage-nachhaltiges-energiekonzept-und-wellness-bereich-772277505/;Create your home - viele Gestaltungsmöglichkeiten ! Raumwunder im hochwertig sanierten Altbau in Penzinger Bestlage (Nachhaltiges Energiekonzept und Wellness-Bereich);1140 Wien, 14. Bezirk, Penzing;€ 330.000;78 m²;3 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/the-waterfront-curiosity-provisionsfrei-eigengrund-alte-donau-erstbezug-u1-1879601252/;THE WATERFRONT CURIOSITY - PROVISIONSFREI - EIGENGRUND - ALTE DONAU - ERSTBEZUG - U1!;1210 Wien, 21. Bezirk, Floridsdorf, An der Schanze 25;€ 270.000;41 m²;2 Zimmer;Balkon
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/the-waterfront-curiosity-provisionsfrei-eigengrund-alte-donau-erstbezug-u1-862010947/;THE WATERFRONT CURIOSITY - PROVISIONSFREI - EIGENGRUND - ALTE DONAU - ERSTBEZUG - U1!;1210 Wien, 21. Bezirk, Floridsdorf, An der Schanze 25;€ 419.000;68 m²;3 Zimmer;Balkon
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/the-waterfront-curiosity-provisionsfrei-eigengrund-alte-donau-erstbezug-u1-1094327804/;THE WATERFRONT CURIOSITY - PROVISIONSFREI - EIGENGRUND - ALTE DONAU - ERSTBEZUG - U1!;1210 Wien, 21. Bezirk, Floridsdorf, An der Schanze 25;€ 467.000;71 m²;3 Zimmer;Balkon
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/the-waterfront-curiosity-provisionsfrei-eigengrund-alte-donau-erstbezug-u1-889206025/;THE WATERFRONT CURIOSITY - PROVISIONSFREI - EIGENGRUND - ALTE DONAU - ERSTBEZUG - U1!;1210 Wien, 21. Bezirk, Floridsdorf, An der Schanze 25;€ 299.000;47 m²;2 Zimmer;Balkon
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/the-pearl-sievering-the-most-luxurious-place-in-vienna-only-3-flats-air-pump-big-terrace-unique-838126330/;THE PEARL SIEVERING! THE MOST LUXURIOUS PLACE IN VIENNA! ONLY 3 FLATS! AIR PUMP! BIG TERRACE! UNIQUE!;1190 Wien, 19. Bezirk, Döbling, Sieveringer Straße 95a;€ 2.690.000;183 m²;5 Zimmer;Terrasse, Dachterrasse
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/the-pearl-sievering-the-most-luxurious-place-in-vienna-only-3-flats-air-pump-big-garden-unique-1841404472/;THE PEARL SIEVERING! THE MOST LUXURIOUS PLACE IN VIENNA! ONLY 3 FLATS! AIR PUMP! BIG GARDEN! UNIQUE!;1190 Wien, 19. Bezirk, Döbling, Sieveringer Straße 95a;€ 1.990.000;142 m²;5 Zimmer;Terrasse, Balkon, Dachterrasse, Garten
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/the-waterfront-curiosity-provisionsfrei-eigengrund-alte-donau-erstbezug-u1-1083362166/;THE WATERFRONT CURIOSITY - PROVISIONSFREI - EIGENGRUND - ALTE DONAU - ERSTBEZUG - U1!;1210 Wien, 21. Bezirk, Floridsdorf, An der Schanze 25;€ 260.000;40 m²;2 Zimmer;Balkon
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/the-waterfront-curiosity-provisionsfrei-eigengrund-alte-donau-erstbezug-naehe-u1-1873978554/;THE WATERFRONT CURIOSITY - PROVISIONSFREI - EIGENGRUND - ALTE DONAU - ERSTBEZUG - NÄHE U1!;1210 Wien, 21. Bezirk, Floridsdorf, An der Schanze 25;€ 415.000;65 m²;3 Zimmer;Balkon
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/the-waterfront-curiosity-provisionsfrei-eigengrund-alte-donau-erstbezug-u1-1018375398/;THE WATERFRONT CURIOSITY - PROVISIONSFREI - EIGENGRUND - ALTE DONAU - ERSTBEZUG - U1!;1210 Wien, 21. Bezirk, Floridsdorf, An der Schanze 25;€ 398.000;61 m²;3 Zimmer;Balkon
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/-gemuetliches-wohnen-im-herzen-von-nussdorf-charmante-1-zimmer-wohnung-garten-freier-mietzins-1131456864/;**Gemütliches Wohnen im Herzen von Nussdorf** Charmante 1-Zimmer-Wohnung + Garten + Freier Mietzins**;1190 Wien, 19. Bezirk, Döbling, Freihofgasse;€ 215.000;37 m²;1 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/neuer-preis-kompakte-zweizimmerwohnug-1281475231/;NEUER PREIS -- KOMPAKTE ZWEIZIMMERWOHNUG;1100 Wien, 10. Bezirk, Favoriten, Gellertgasse;€ 160.000;50 m²;2 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/bezaubernde-teilweise-moeblierte-3-zimmerwohnung-in-ausgezeichneter-lage-in-oberdoebling-2090505109/;bezaubernde (teilweise möblierte) 3-Zimmerwohnung in ausgezeichneter Lage in Oberdöbling;1190 Wien, 19. Bezirk, Döbling;€ 460.000;76 m²;3 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1120-meidling/neuwertige-garconniere-inkl-garagenstellplatz-ideal-fuer-pendler-1368854549/;Neuwertige Garconniere inkl. Garagenstellplatz - ideal für Pendler!;1120 Wien, 12. Bezirk, Meidling;€ 179.000;32 m²;1 Zimmer;Balkon
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/residieren-am-freihof-der-charme-der-jahrhundertwende-kombiniert-mit-dem-zeitgeist-der-moderne-1143829313/;RESIDIEREN AM FREIHOF - Der Charme der Jahrhundertwende kombiniert mit dem Zeitgeist der Moderne;1190 Wien, 19. Bezirk, Döbling;€ 208.620;35 m²;1 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/residieren-am-freihof-der-charme-der-jahrhundertwende-kombiniert-mit-dem-zeitgeist-der-moderne-1776781832/;RESIDIEREN AM FREIHOF - Der Charme der Jahrhundertwende kombiniert mit dem Zeitgeist der Moderne;1190 Wien, 19. Bezirk, Döbling;€ 299.000;47 m²;1 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/residieren-am-freihof-der-charme-der-jahrhundertwende-kombiniert-mit-dem-zeitgeist-der-moderne-802295139/;RESIDIEREN AM FREIHOF - Der Charme der Jahrhundertwende kombiniert mit dem Zeitgeist der Moderne;1190 Wien, 19. Bezirk, Döbling;€ 680.470;97 m²;3 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/residieren-am-freihof-der-charme-der-jahrhundertwende-kombiniert-mit-dem-zeitgeist-der-moderne-1361629671/;RESIDIEREN AM FREIHOF - Der Charme der Jahrhundertwende kombiniert mit dem Zeitgeist der Moderne;1190 Wien, 19. Bezirk, Döbling;€ 936.670;134 m²;3 Zimmer;Balkon, Garten
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/residieren-am-freihof-der-charme-der-jahrhundertwende-kombiniert-mit-dem-zeitgeist-der-moderne-1302831016/;RESIDIEREN AM FREIHOF - Der Charme der Jahrhundertwende kombiniert mit dem Zeitgeist der Moderne;1190 Wien, 19. Bezirk, Döbling;€ 245.000;35 m²;2 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/residieren-am-freihof-der-charme-der-jahrhundertwende-kombiniert-mit-dem-zeitgeist-der-moderne-920256277/;RESIDIEREN AM FREIHOF - Der Charme der Jahrhundertwende kombiniert mit dem Zeitgeist der Moderne;1190 Wien, 19. Bezirk, Döbling;€ 199.900;33 m²;1 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/residieren-am-freihof-der-charme-der-jahrhundertwende-kombiniert-mit-dem-zeitgeist-der-moderne-867430377/;RESIDIEREN AM FREIHOF - Der Charme der Jahrhundertwende kombiniert mit dem Zeitgeist der Moderne;1190 Wien, 19. Bezirk, Döbling;€ 694.920;116 m²;3 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1120-meidling/idyllische-3-zimmer-whng-separate-kueche-mit-gruenblick-wg-geeignet-787875757/;Idyllische 3-Zimmer-Whng + separate Küche mit Grünblick | WG-geeignet!!;1120 Wien, 12. Bezirk, Meidling;€ 250.000;80 m²;3 Zimmer;Garten
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1080-josefstadt/-charmante-altbau-2-zimmerwohnung-in-zentraler-lage-frisch-renoviert-10-minuten-bis-zur-innenstadt-3-liftsstock-1795454302/;**Charmante Altbau 2-Zimmerwohnung in zentraler Lage ++ frisch renoviert ++ 10 Minuten bis zur Innenstadt ++ 3. Liftsstock++;1080 Wien, 08. Bezirk, Josefstadt, Blindengasse;€ 250.000;47 m²;2 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/althietzing-ruhige-4-zi-wohnung-mit-2-grossen-dachterrassen-und-wunderschoener-aussicht-erstbezug-883044524/;Althietzing - Ruhige 4 Zi-Wohnung mit 2 großen Dachterrassen und wunderschöner Aussicht - Erstbezug!;1130 Wien, 13. Bezirk, Hietzing, Wattmanngasse 21;€ 550.000;87 m²;Terrasse
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1060-mariahilf/traumwohnung-in-exquisitem-design-6-bezirk-1465761098/;TRAUMWOHNUNG IN EXQUISITEM DESIGN | 6. BEZIRK;1060 Wien, 06. Bezirk, Mariahilf, Girardigasse;€ 420.000;54 m²;1 Zimmer;Terrasse, Balkon
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1120-meidling/guenstige-3-zimmer-wohnung-top-anbindung-12-bezirk-905637004/;GÜNSTIGE 3 ZIMMER-WOHNUNG | TOP ANBINDUNG | 12. BEZIRK;1120 Wien, 12. Bezirk, Meidling, Meidlinger Hauptstraße;€ 235.000;51 m²;3 Zimmer
https://www.willhaben.at/iad/immobilien/d/neubauprojekt/wien/wien-1190-doebling/residieren-am-freihof-der-charme-der-jahrhundertwende-kombiniert-mit-dem-zeitgeist-der-moderne-2137405686/;RESIDIEREN AM FREIHOF - Der Charme der Jahrhundertwende kombiniert mit dem Zeitgeist der ModerneNeubauprojekt;1190 Wien, 19. Bezirk, Döbling;ab € 199.900
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/wunderschoene-neubauwohnung-in-zentraler-lage-15-minuten-bis-zum-schwedenplatz-und-5-minuten-zum-praterstern-zimmer-zentral-begehbar-hochparterre-ruhiges-hofseitiges-schlafzimmer-843356223/;Wunderschöne Neubauwohnung in zentraler Lage ++ 15 Minuten bis zum Schwedenplatz und 5 Minuten zum Praterstern ++ Zimmer zentral begehbar ++ Hochparterre ++ ruhiges hofseitiges Schlafzimmer;1020 Wien, 02. Bezirk, Leopoldstadt, Nordbahnstraße;€ 235.000;37 m²;2 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/-mantler-sanierungsbeduerftige-1-zimmerwohnung-in-toller-lage-1593463636/;++Mantler++ sanierungsbedürftige 1-Zimmerwohnung in toller Lage!;1130 Wien, 13. Bezirk, Hietzing;€ 118.900;28 m²;1 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/top-lage-traumhafte-dachgeschosswohnung-mit-loggia-und-panoramafenster-weitblick-ueber-wien-komplett-eingerichtet-und-bezugsfertig-dachgeschossneubau-aus-2021-auch-fuer-anleger-1442343638/;Top Lage! Traumhafte Dachgeschosswohnung mit Loggia und Panoramafenster ++ Weitblick über Wien ++ Komplett Eingerichtet und Bezugsfertig ++ Dachgeschossneubau aus 2021 ++ Auch für Anleger!!!;1200 Wien, 20. Bezirk, Brigittenau, Dresdner Straße;€ 440.000;55 m²;2 Zimmer;Loggia
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/wunderschoene-kleinwohnung-im-sanierten-stilaltbau-naehe-u3-1544117509/;Wunderschöne Kleinwohnung im sanierten Stilaltbau nähe U3;1030 Wien, 03. Bezirk, Landstraße;€ 168.000;31 m²;1 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1080-josefstadt/-neu-nette-3-zimmer-altbau-wohnung-mit-einbaukueche-in-toller-lage-821978499/;++NEU++ Nette 3-Zimmer Altbau-Wohnung mit Einbauküche in toller Lage!;1080 Wien, 08. Bezirk, Josefstadt, Blindengasse;€ 519.000;87 m²;3 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/top-lage-traumhafte-dachgeschosswohnung-mit-panoramafenstern-weitblick-ueber-wien-komplett-eingerichtet-und-bezugsfertig-dachgeschossneubau-aus-2021-auch-fuer-anleger-1388937426/;Top Lage! Traumhafte Dachgeschosswohnung mit Panoramafenstern ++ Weitblick über Wien ++ Komplett Eingerichtet und Bezugsfertig ++ Dachgeschossneubau aus 2021 ++ Auch für Anleger!!!;1020 Wien, 02. Bezirk, Leopoldstadt, Dresdner Straße;€ 350.000;49 m²;2 Zimmer
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1230-liesing/u6-siebenhirten-innenhof-balkonwohnung-862588391/;U6 Siebenhirten - Innenhof Balkonwohnung;1230 Wien, 23. Bezirk, Liesing, Ketzergasse;€ 249.000;78 m²;3 Zimmer;Balkon
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/living-point-21-innenhofseitige-wohnung-mit-abstellraum-top-01-073-1729045223/;Living Point 21 - Innenhofseitige Wohnung mit Abstellraum - Top 01-073;1210 Wien, 21. Bezirk, Floridsdorf, Hutterplatz 6;€ 289.000;49 m²;2 Zimmer;Balkon
https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/living-point-21-sie-suchen-eine-anlegerwohnung-mit-balkon-top-01-079-1303475246/;Living Point 21 - Sie suchen eine Anlegerwohnung mit Balkon? - Top 01-079;1210 Wien, 21. Bezirk, Floridsdorf, Hutterplatz 6;€ 299.000;51 m²;2 Zimmer;Balkon
