company,share
todor todorov,0.0027185243249553863
erste familie senator stiftung martina hofmann,0.0027185243249553863
verkäufer,0.0027185243249553863
franz guggenberger,0.0027185243249553863
elisabeth gordon,0.0027185243249553863
gi k,0.0027185243249553863
realbüro dr. c. huber,0.0027185243249553863
jennifer,0.0027185243249553863
ingo huber,0.0027185243249553863
bross immo,0.0027185243249553863
p.m.,0.0027185243249553863
hannah friedl,0.0027185243249553863
basic,0.0027185243249553863
rainer raimann,0.0027185243249553863
johannes ellersdorfer,0.0027185243249553863
lukas zierhut,0.0027185243249553863
fam. weiß,0.0027185243249553863
sb,0.0027185243249553863
daniela,0.0027185243249553863
su,0.0027185243249553863
markus,0.0027185243249553863
björn,0.0027185243249553863
linda jagenbrein,0.0027185243249553863
aa,0.0027185243249553863
erhan,0.0027185243249553863
p. sowa,0.0027185243249553863
roland ernst,0.0027185243249553863
gerhard,0.0027185243249553863
betül yesil,0.0027185243249553863
karin,0.0027185243249553863
ah,0.0027185243249553863
julius schöffer,0.0027185243249553863
erhard hofbauer,0.0027185243249553863
sofie ahrari,0.0027185243249553863
stefanie metonou,0.0027185243249553863
barbara m.,0.0027185243249553863
jürgen,0.0027185243249553863
capitalplus management gmbh,0.0027185243249553863
frau kral,0.0027185243249553863
seyyed,0.0027185243249553863
florian haydn,0.0027185243249553863
zumglück immobilienmanagement gmbh,0.0027185243249553863
diana,0.0027185243249553863
gerhard minychthaler,0.0027185243249553863
michael degen,0.0027185243249553863
johann gahr,0.0027185243249553863
karl und silvia eckerl,0.0027185243249553863
david-el chnimov,0.0027185243249553863
martin höcher,0.0027185243249553863
m. friedman,0.0027185243249553863
karl gundacker,0.0027185243249553863
annalena,0.0027185243249553863
andreas,0.0027185243249553863
sepp,0.0027185243249553863
conrad bauer,0.0027185243249553863
anna zhevakina,0.0027185243249553863
dr. forsthuber immobilien gesmbh,0.0027185243249553863
zeynep,0.0027185243249553863
trhs,0.0027185243249553863
mag. wögerer immobilien,0.0027185243249553863
pia schelling,0.0027185243249553863
nico g.,0.0027185243249553863
david,0.0027185243249553863
kitty r.,0.0027185243249553863
maciej boltryk,0.0027185243249553863
icordo gmbh,0.0027185243249553863
günter,0.0027185243249553863
sandwirtgasse 10,0.0027185243249553863
gernot schwabl,0.0027185243249553863
pk,0.0027185243249553863
heidi halada,0.0027185243249553863
mag. margareta krammer,0.0027185243249553863
matthias s,0.0027185243249553863
phillip,0.0027185243249553863
dm,0.0027185243249553863
marco p.,0.0027185243249553863
robert huber,0.0027185243249553863
sabina buchner-rohringer,0.0027185243249553863
"i.e.t. immobilien, dr. veronika gschwentner",0.0027185243249553863
bettina,0.0027185243249553863
"lukas stefan,msc",0.0027185243249553863
aline,0.0027185243249553863
m.p.m,0.0027185243249553863
arno schreiber,0.0027185243249553863
fr klieb,0.0027185243249553863
sandra bartl,0.0027185243249553863
boom living gmbh,0.0026573714260300094
piment immobilien & investment gmbh,0.0026295746537912017
riwog real estate management gmbh,0.0025628624004180632
familienwohnbau gemeinnützige bau- und siedlungsges.m.b.h.,0.002312691450268795
viertel zwei krieau gmbh,0.0022348604880001333
sangreal properties immobilientreuhand gmbh,0.002229301133552372
im lifestyle properties gmbh,0.002134792107940426
t19-re real estate gmbh & co kg # vendita gmbh,0.0018345869677613036
immocity real estate gmbh,0.0017956714866269729
schantl ith immobilientreuhand gmbh,0.001723399878806073
t19-re real estate gmbh & co kg # gesebe1 gmbh,0.0016566876254329348
haring immobilientreuhand gmbh,0.0016455689165374118
moritz immobilien,0.0016455689165374118
kuhn immobilien gmbh,0.0015844160176120348
austria sotheby's international realty,0.001512144409791135
stadtquartier home gmbh,0.001512144409791135
bertrand kaufmann immobilienmakler gmbh,0.0014454321564179968
dr. funk immobilien gmbh & co kg,0.0014231947386269506
ösw konzern,0.001406516675283666
t19-re real estate gmbh & co kg # pomale gmbh,0.0012730921685373895
raiffeisen vorsorge wohnung gmbh,0.001267532814089628
t19-re real estate gmbh & co kg # future alpha one gmbh,0.0012286173329552972
t19-re real estate gmbh & co kg # future alpha three gmbh,0.001161905079582159
otto immobilien wohnen,0.0011563457251343974
engelreal immobilien gmbh,0.0010951928262090205
fairin og,0.0010840741173134977
novel real immobilien gmbh,0.0010785147628657361
familienwohnbau gemeinnützige bau- und siedlungsgesellschaft m.b.h.,0.0010729554084179746
ma.st immobilien & design e.u.,0.001067396053970213
realbrokers dienstleistungs gmbh & co kg,0.0009951244461493132
dpm immo gmbh,0.0009895650917015517
mercato immobilien gmbh,0.0009895650917015517
wb immoagentur e.u.,0.0009784463828060286
raumwert immobilien gmbh,0.0009784463828060286
crownd estates service gmbh,0.0009450902561194594
buwog group abt. einzelwohnungsverkauf,0.0009395309016716979
feine immobilien immobilienvermittlungsagentur gmbh,0.0009395309016716979
edex immobilien gmbh,0.0008950560660896057
estina immobilien gmbh,0.0008894967116418441
decus immobilien gmbh,0.0008894967116418441
fermoso immobilientreuhand gmbh,0.0008839373571940826
birnleitner immobilien gmbh,0.000878378002746321
alvarea immobilien gmbh,0.0008728186482985596
ubm development österreich gmbh,0.0008728186482985596
4m immobilien&consulting gmbh & co kg,0.0008616999394030365
boe baumanagement gesellschaft m.b.h.,0.0008450218760597519
viennaestate makler gmbh,0.0008450218760597519
wohnkonzept real estate gmbh,0.0008339031671642288
impuls immobilien,0.0008116657493731828
spörk und partner bauträger gmbh,0.0008116657493731828
t19-re real estate gmbh & co kg # stewobe1 gmbh,0.0007949876860298982
denich-real immobilien gmbh,0.0007671909137910906
tom krauss immo gmbh,0.0007671909137910906
hösch immobilien gmbh,0.000750512850447806
optin immobilien gmbh,0.0007393941415522829
reas realitäten asmus gmbh,0.0007282754326567599
immoexpress kg,0.0007171567237612369
omerovic immobilien gmbh,0.0007115973693134753
secureal dr. schima kg,0.0007060380148657138
auventum gmbh,0.0006893599515224292
myreal immobilien gmbh,0.0006893599515224292
classy-living gmbh,0.0006726818881791447
reischel immobilien gmbh,0.0006393257614925755
otto immobilien gmbh,0.0006393257614925755
geiger immobilien wien gmbh,0.0006393257614925755
steindl & herzel immobilien og,0.000633766407044814
thurner realitäten gmbh,0.000633766407044814
jp immobilien,0.000633766407044814
alfred x. kiesling - immobilien,0.0006282070525970525
dr. max huber realbüro,0.0006226476981492909
schiffer immobilien gmbh,0.0006226476981492909
ortmann's immoselect gmbh & co kg,0.0006226476981492909
t19-re real estate gmbh & co kg # future alpha two gmbh,0.0006115289892537678
b2c team realtrade immobilien vermittlungs gmbh,0.0006115289892537678
fsr immobilienvermarktungs- u. -beteiligungs gmbh,0.0006115289892537678
bero immobilien gmbh,0.0006004102803582448
kr real gmbh,0.0005948509259104832
wolf & sohn immobilien gmbh,0.0005670541536716756
ideal real immobilien gmbh,0.0005614947992239141
"rustler immobilientreuhand / 1210 wien, wagramer straße 195",0.0005559354447761526
coricon immobilien,0.0005392573814328681
atrium global investment,0.000528138672537345
raiffeisen immobilien vermittlung ges.m.b.h,0.0005003419002985373
donau-immobilien diehausberater24 gmbh & co kg,0.0004892231914030143
wohn3 team gmbh,0.0004892231914030143
blickfang immobilien gmbh,0.0004836638369552528
"rustler immobilientreuhand / mariahilfer straße 196, 1150 wien",0.0004836638369552528
tristar immobilien,0.00046698577361196816
glorit bausysteme gmbh,0.00045586706471644514
isidex gmbh,0.0004503077102686836
"rustler immobilientreuhand / 1150 wien, mariahilfer straße 196",0.00044474835582092206
barley's real estate & relocation,0.0004391890013731605
akkadia immobilienvermittlung gmbh,0.0004280702924776375
rauch immobilien gmbh,0.0004169515835821144
marschall immobilien gmbh,0.0004169515835821144
w7 immobilien i bürocenter west idk austria,0.00041139222913435294
t19-re real estate gmbh & co kg # teamneunzehn.at vermittlungs gmbh,0.00041139222913435294
buwog group gmbh,0.00040027352023882986
engel & völkers wien mmc,0.00040027352023882986
7d bauträger gmbh,0.0003835954568955453
valmacor immobilientreuhand gmbh,0.00037803610244778376
immo-company haas & urban immobilien gmbh,0.00037803610244778376
elisabeth rohr real estate e.u.,0.0003724767480000222
kdh immobilien gmbh,0.00036691739355226074
luxury immobilien gmbh,0.00035579868465673766
mischek bauträger service gmbh,0.00035579868465673766
planethome immobilien austria gmbh,0.0003502393302089761
dr. vospernik immobilien gmbh,0.0003502393302089761
raiffeisen wohnbau,0.0003502393302089761
adamant immobilien gmbh,0.0003446799757612146
yellowbird immobilienmakler gmbh,0.0003446799757612146
4 keys real estate gmbh,0.0003391206213134531
seifert maxian partner immobilientreuhand gmbh & co kg,0.00033356126686569156
raab & partner immobilien gmbh,0.00033356126686569156
region wien & nö ost,0.00032800191241793
s-commerz immobilienvermittlung gmbh,0.0003224425579701685
neutor real gmbh,0.0003224425579701685
doppio immobilien gmbh,0.000316883203522407
galerie immobilien gmbh,0.0003057644946268839
ies immobilien-projektentwicklung gmbh,0.0003057644946268839
örag immobilien vermittlung gmbh,0.0003002051401791224
kibb immobilien gmbh,0.0003002051401791224
potere immobilien gmbh,0.0003002051401791224
avana real estate gmbh,0.0002946457857313609
aeterna immobilien gmbh,0.0002946457857313609
pluskota immobilien gmbh,0.00028908643128359936
wohngut bauträger gmbh,0.0002835270768358378
re/max trend,0.0002779677223880763
dwk die wohnkompanie,0.0002779677223880763
"jp immobilien / 1060 wien, lehargasse 7",0.0002779677223880763
stubenvoll immobilien,0.0002779677223880763
landaa immobilien gmbh,0.0002724083679403148
wi-re immobilienmakler,0.0002724083679403148
cl-immogroup gmbh,0.0002724083679403148
immorohr immobilien gmbh,0.00026684901349255326
remax-magic doris deutsch immobilien,0.00026684901349255326
dimag - die immobilienagentur gmbh,0.00025017095014926864
ticon immobilienservice,0.00024461159570150716
göttlicher immobilienmanagement gmbh,0.00024461159570150716
johannes m. pokorny immobilientreuhand e.u.,0.00024461159570150716
wohnquelle gmbh,0.00023905224125374562
kirschner immo gmbh,0.00023905224125374562
wohncloud immobilien gmbh,0.00023905224125374562
carma & partner gmbh,0.00023349288680598408
real immo wien immobilientreuhand - inh. gerald frank,0.00023349288680598408
crown consulting gmbh,0.00023349288680598408
wohnsalon immobilien gmbh,0.00023349288680598408
t19-re real estate gmbh & co kg,0.00022793353235822257
deba bauträger gesellschaft m.b.h.,0.00022793353235822257
zödi immobilien gmbh,0.00022237417791046103
p.kornherr immobilien gmbh,0.00022237417791046103
betterhomes real gmbh,0.00022237417791046103
emh höller immobilien og,0.00022237417791046103
gri gebrüder riha immobilien gmbh,0.00022237417791046103
rudi dräxler immobilientreuhand gesmbh,0.00022237417791046103
a.m.t. immobilien,0.00022237417791046103
fifu24 immobilien gmbh,0.00022237417791046103
realto immobilien gmbh,0.00021681482346269952
home & finance immobilien & finanzmanagement fallmann kg,0.00021681482346269952
so & co gmbh,0.00021681482346269952
wohnkader gmbh,0.00021681482346269952
imv immobilienmakler,0.00021681482346269952
wbg wohnen und bauen gesellschaft m.b.h. wien,0.00021681482346269952
klein&partner immobilen gmbh,0.00021125546901493798
rustler immobilientreuhand,0.00021125546901493798
immoschmiede gmbh,0.00021125546901493798
advanta - immobilienvermittlungs gmbh,0.00020569611456717647
"bws gemeinnützige allgemeine bau-, wohn- und siedlungsgenossenschaft registrierte genossenschaft mit beschränkter haftung",0.00020569611456717647
kaltenegger realitäten gmbh,0.00020013676011941493
immomaster ildiko pari,0.00020013676011941493
valorous gmbh - valorous immobilien,0.00020013676011941493
heilig immobilien gmbh,0.00020013676011941493
nestor immobilien gmbh & co kg,0.00019457740567165342
kostner immobilien gmbh,0.00019457740567165342
smartselect gmbh,0.00019457740567165342
mroom immobilien gmbh,0.00018901805122389188
vigo immobilien gmbh,0.00018901805122389188
bip immobilien development gmbh,0.00017789934232836883
golden home real ltd & co kg,0.00017789934232836883
re/max first / rem immobilienmakler gesmbh & co kg,0.00017789934232836883
kd immobilien gmbh,0.00017789934232836883
firma helmut strempfl e. u./ helmut strempfl immomakler gmbh,0.00016678063343284578
asw immobilien service & consulting gmbh,0.00016678063343284578
stanzel & co wohnungs- und geschäftsvermittlung gmbh,0.00016122127898508424
ar austreal immobilien e.u.,0.00016122127898508424
hubner immobilien gmbh,0.00016122127898508424
immobilienjäger,0.00016122127898508424
rössler gebäudemanagement gmbh,0.00016122127898508424
klasan & partner immobilien gmbh & co kg,0.00016122127898508424
greg immo gmbh,0.00016122127898508424
avantgarde properties gmbh / ernst karoly,0.00016122127898508424
riiil estate gmbh,0.00015566192453732273
hansy gmbh,0.00015566192453732273
re/max real experts / immobilien lifetime gmbh,0.00015566192453732273
strabag real estate gmbh,0.00015566192453732273
mcmakler gmbh,0.00015566192453732273
liv immobilienvermarktung gmbh,0.0001501025700895612
seifert real gmbh,0.0001501025700895612
wertimmobilien consulting kg,0.0001501025700895612
diemaklerei immobilientreuhand gmbh,0.00014454321564179968
teamneunzehn.at mein immobilienberater gmbh,0.00014454321564179968
schwarzenberg immobilien og,0.00014454321564179968
re/max together / kippis gmbh,0.00014454321564179968
consulting company immobilien gmbh,0.00013898386119403814
equilibria immobilienmanagement gmbh & co kg,0.00013898386119403814
"lind immobilien gmbh / 1150 wien, mariahilfer straße 167/12",0.00013898386119403814
aurelium real estate gmbh,0.00013342450674627663
immobilien krammer,0.00013342450674627663
liechtensteinische landesbank (österreich) ag,0.00013342450674627663
gb-direkt finanzberatung & immobilienhandel gmbh,0.0001278651522985151
austria real gmbh,0.0001278651522985151
mittelsmann philipp sulek gmbh,0.0001278651522985151
immo concept og,0.0001278651522985151
prima service ps immobilien,0.0001278651522985151
von poll immobilien wien - 1. bezirk,0.00012230579785075358
polaris real estate experts gmbh,0.00012230579785075358
"noe immobilien development gmbh / rennbahnstraße 2, 3100 st. pölten",0.00012230579785075358
kalandra immobilien / robert kalandra e. u.,0.00012230579785075358
immotrading gmbh,0.00012230579785075358
skylead real gmbh - wien,0.00012230579785075358
confido immobilien gmbh,0.00011674644340299204
ulreich bauträger gmbh,0.00011674644340299204
arwag immobilientreuhand gesellschaft m.b.h.,0.00011674644340299204
michael leber immobilien gmbh & co. kg,0.00011118708895523052
michael leber immobilien gmbh & co kg,0.00011118708895523052
myimmo gmbh,0.00011118708895523052
von foest immobilien gmbh,0.00010562773450746899
neureal gmbh,0.00010562773450746899
poh gmbh,0.00010562773450746899
aurelie immobilien - aurez immobilien gmbh,0.00010562773450746899
auritas finanzmanagement gmbh,0.00010562773450746899
re/max first / twentytwo immobilienvermittlung gmbh,0.00010562773450746899
pi1 prime,0.00010006838005970747
apa die bessermacher gmbh,0.00010006838005970747
immovent gmbh,0.00010006838005970747
agoreal immobilien ges.m.b.h,0.00010006838005970747
d.e.i.n. immobilien gmbh,9.450902561194594e-05
wienraum immobilien,9.450902561194594e-05
2 living roha immobilien gmbh,9.450902561194594e-05
marker immobilien gmbh,9.450902561194594e-05
id immo-dealer e.u,9.450902561194594e-05
wision home gmbh,9.450902561194594e-05
gulz & partner property investment gmbh,9.450902561194594e-05
wiener privatbank immobilien gmbh,9.450902561194594e-05
rt immobilien mag. buchwieser & kofler gmbh,9.450902561194594e-05
ekazent management gmbh,9.450902561194594e-05
bereswill immobilien gmbh,9.450902561194594e-05
kt fine living gmbh,8.894967116418441e-05
"zellmann immobilien gmbh | ""der verlässliche partner rund um ihre immobilie""",8.894967116418441e-05
manuel hacker realconsult gmbh,8.894967116418441e-05
16east real estate gmbh,8.894967116418441e-05
realkanzlei hildegard mayerl / pächterin eva krulis gmbh,8.894967116418441e-05
accenta immobilien e.u.,8.894967116418441e-05
kokron immobilien e.u.,8.894967116418441e-05
hand gmbh,8.894967116418441e-05
rpi real gmbh,8.894967116418441e-05
22 attemsgasse 44 immo gmbh,8.339031671642289e-05
helion immobilien beteiligung gmbh,8.339031671642289e-05
georg fresacher-the real estate-immobilienmakler gmbh,8.339031671642289e-05
heribert fritzsche e.u.,8.339031671642289e-05
immo-real gmbh,8.339031671642289e-05
trend immobilien,8.339031671642289e-05
dfi - immobilientreuhand & financial consulting gmbh,8.339031671642289e-05
arimmo real estate gmbh,7.783096226866136e-05
estoria real estate gmbh,7.783096226866136e-05
real immobilien treuhand gmbh,7.783096226866136e-05
re/max emotion in wien-penzing / mcz immobilien gmbh,7.783096226866136e-05
re/max wien-donaustadt / donau-city-immobilien fetscher&partner gmbh&co kg,7.783096226866136e-05
johann lehner baugesellschaft m.b.h.,7.783096226866136e-05
db immobilien,7.783096226866136e-05
aes consulting gmbh,7.783096226866136e-05
j&h immobilien gmbh,7.783096226866136e-05
immolution gmbh,7.783096226866136e-05
adalbert kubicek gmbh,7.783096226866136e-05
s real grieskirchen,7.227160782089984e-05
wb immo gmbh,7.227160782089984e-05
nagy immobilien gmbh,7.227160782089984e-05
lenikus immobilien gmbh,7.227160782089984e-05
pecosa property gmbh,7.227160782089984e-05
"fischer, hörnisch immobilien gmbh",7.227160782089984e-05
re/max wien-donaustadt / re/max donau-city-immobilien fetscher & partner gmbh & co kg,7.227160782089984e-05
trattner und söhne immobilien gmbh,6.671225337313831e-05
brezina immobilien inh. ulrike höreth b.a.,6.671225337313831e-05
topak & partner gmbh,6.671225337313831e-05
wohntastic gmbh,6.671225337313831e-05
c&p immobilien ag,6.115289892537679e-05
red real estates development bauträger und immobilien gmbh,6.115289892537679e-05
jan-bau immobilien ges.m.b.h.,6.115289892537679e-05
re/max elite / dci fetscher & partner gmbh co kg,6.115289892537679e-05
friends immobilien gmbh,6.115289892537679e-05
immobilienwelt leiner,6.115289892537679e-05
immobilien mörtl gesmbh,6.115289892537679e-05
maison realitäten vermittlungs- und verwaltungsgesmbh.,6.115289892537679e-05
herztraum immobilientreuhand gmbh,6.115289892537679e-05
immo profile | job profile gmbh,6.115289892537679e-05
marlies muhr immobilien gmbh,5.559354447761526e-05
tirox immobilienverwaltung gmbh,5.559354447761526e-05
chalupa immobilien services gmbh,5.559354447761526e-05
re/max gold / immobilien corner kg,5.559354447761526e-05
immometer immobilieninvest gmbh,5.559354447761526e-05
real treuhand immobilien vertriebs gmbh filiale wien,5.559354447761526e-05
ikw immokontakt wohnideen gmbh,5.559354447761526e-05
ifin immobilien gmbh,5.559354447761526e-05
ev immobilien gmbh,5.559354447761526e-05
afs immobilien gmbh,5.559354447761526e-05
gottlieb properties immobilientreuhand gmbh,5.559354447761526e-05
re/max 4you in wien-hernals / be & ko immoverwertungsges.m.b.h,5.003419002985373e-05
re/max elite / dci fetscher & partner gmbh & co kg,5.003419002985373e-05
weinblatt-oppel immobilien,5.003419002985373e-05
re/max together / amber consult gmbh,5.003419002985373e-05
teo immobilien gmbh,5.003419002985373e-05
netmakler,5.003419002985373e-05
imraum immobilien gmbh,5.003419002985373e-05
bogner immobilien gmbh,5.003419002985373e-05
abra ic gmbh,5.003419002985373e-05
immofreude e.u.,5.003419002985373e-05
savoir vivre services gmbh,5.003419002985373e-05
mautner markhof immobilien,5.003419002985373e-05
swiss life select österreich gmbh,5.003419002985373e-05
bri immobilienmakler gmbh,5.003419002985373e-05
bauwerk immobilien gmbh,5.003419002985373e-05
artedomus,5.003419002985373e-05
re/max first / mattes-grinaphidis immobilien,5.003419002985373e-05
eb immobilienvermittlungs kg,5.003419002985373e-05
saqura immobilien gmbh,5.003419002985373e-05
vermehrt gmbh,5.003419002985373e-05
lizak und partner gmbh,5.003419002985373e-05
awz immo-invest gmbh u. co kg,5.003419002985373e-05
pawlowski immobilien e.u,5.003419002985373e-05
moo immobilien gmbh,4.447483558209221e-05
4immobilien gmbh,4.447483558209221e-05
aresco immobilien gmbh,4.447483558209221e-05
cri projektentwicklung & immobilienmanagement gmbh,4.447483558209221e-05
re/max favorit / donau-city-immobilien fetscher & partner gmbh & co kg,4.447483558209221e-05
assimmo gmbh,4.447483558209221e-05
bonreal immobilienvermittlung gmbh,4.447483558209221e-05
lorenz real construct immobilien gmbh,4.447483558209221e-05
prisma,4.447483558209221e-05
midstone immobilien gmbh,4.447483558209221e-05
dr. mannlicher immobilien gmbh,4.447483558209221e-05
make of home vienna - real estate gmbh,4.447483558209221e-05
immobilienquartier,4.447483558209221e-05
altenburg realitäten gmbh & co kg,4.447483558209221e-05
domo gebäudeverwaltungs- und realitätengesellschaft m.b.h.,3.891548113433068e-05
re/max favorit / fetscher & partner gmbh & co kg,3.891548113433068e-05
immowox gmbh,3.891548113433068e-05
de icco immobilien,3.891548113433068e-05
smk immo treuhand gmbh,3.891548113433068e-05
wiener heim wohnbaugesellschaft m.b.h,3.891548113433068e-05
